query_id,query,domain,name,summary,production_rank,retrieved_rank,bucket,duplicate_count,is_boilerplate
5,companies providing cloud migration services,mailboxmover.com,Mailbox Mover,"Mailbox Mover offers a secure and efficient solution for migrating emails between Google Workspace accounts, addressing limitations of standard Google tools. Their service ensures complete transfer of emails, labels, and folder structures while preserving metadata and timestamps. The platform aims to provide a faster, more reliable, and user-friendly alternative for email migration needs.",704,1494.0,near_miss_1000_2000,1,False
5,companies providing cloud migration services,sysup.it,Sys UP SRL,"Sys UP SRL is an Italian company specializing in innovative digital solutions, focusing on cloud services, cybersecurity, and IT support. They aim to help businesses navigate digital transformation by offering advanced solutions and ensuring data security. The company positions itself as a reference point for clients facing digitalization challenges, providing services like cloud migration, cybersecurity assessments, and IT helpdesk support.",718,3823.0,mid_miss_2000_5000,1,False
5,companies providing cloud migration services,promigion.com,Promigion B.V.,"Promigion B.V. is an ICT migration partner that specializes in guiding large and small ICT migration projects and programs. Leveraging years of experience, they have developed a unique methodology and a proprietary tool called MiGreat to ensure fast, predictable, and successful migrations. Their services aim to provide optimal collaboration and control, helping clients meet deadlines and manage resources effectively.",948,2162.0,mid_miss_2000_5000,1,False
5,companies providing cloud migration services,nucleustechnologies.com,KernelApps Pvt. Ltd.,"KernelApps Pvt. Ltd. is an IT solutions provider specializing in data recovery, cloud backup, and data migration services. Their software range aims to enhance business platform potential through precise data recovery, cloud backup, and effortless migration solutions. With over 11 years of experience, they offer a variety of software products and services for cloud migration, email migration, and data recovery.",896,1319.0,near_miss_1000_2000,1,False
5,companies providing cloud migration services,gapso.cloud,Gapso Cloud s.r.l,"Gapso Cloud s.r.l is an IT services company specializing in digital transformation. They offer web application development, IT infrastructure and cloud consulting, third-party integrations, and digital identity normalization. Their services aim to help businesses evolve by optimizing operations, migrating to the cloud, and enhancing user experience through secure integrations and unified digital identity management.",788,1365.0,near_miss_1000_2000,1,False
5,companies providing cloud migration services,triplevantage.com,株式会社トリプルバンテージ,"株式会社トリプルバンテージ (Triple Vantage Co., Ltd.) is a Japanese IT consulting firm specializing in cloud services. They offer end-to-end support for cloud adoption, including consulting, system design, implementation, migration, and ongoing maintenance. Their services leverage platforms like Salesforce CRM, Azure, and AWS to provide solutions for marketing automation, CRM/SFA, customer support, data integration, and business intelligence, aiming to improve business efficiency and customer satisfaction.",489,1483.0,near_miss_1000_2000,1,False
5,companies providing cloud migration services,itwv.com.br,ITWV,"ITWV is a full-service provider specializing in cloud solutions, particularly focusing on Zadara's technologies like zCompute and zStorage. They assist businesses in migrating data to the cloud, implementing high-performance private, public, or hybrid clouds, and providing ongoing support for cloud-based IT services. Their services aim to ensure high performance, security, and availability for users, managing multi-cloud environments through a single platform.",625,1907.0,near_miss_1000_2000,1,False
5,companies providing cloud migration services,cloudproductivity-solutions.com,Cloud Productivity Solutions,"Cloud Productivity Solutions (CPS) is a technology partner specializing in Microsoft cloud services, offering solutions for modern work, security, cloud infrastructure, data & AI, and business applications. They provide services such as migration, managed services, SLA support, and adoption & change management to help businesses optimize their cloud investments. CPS focuses on delivering reliable, secure, and efficient IT solutions to various industries, including banking, insurance, government, and manufacturing.",804,1108.0,near_miss_1000_2000,1,False
5,companies providing cloud migration services,vastitservices.com,VAST IT Services,"VAST IT Services is a technology solutions provider specializing in data protection, cloud services, and IT modernization. They offer a range of services including cloud backup, disaster recovery, managed IT services, and cloud migration. Their mission is to help businesses optimize their technology investments, proactively avoid interruptions, and enhance cyber resilience. VAST has been in operation since 1989, indicating a long-standing presence and expertise in the IT services market.",578,1175.0,near_miss_1000_2000,1,False
5,companies providing cloud migration services,bskies.io,Rackspace Technology,"Rackspace Technology is a global leader in hybrid cloud and AI solutions, empowering organizations through digital transformation. They offer a comprehensive suite of services including cloud migration, application modernization, data management, cybersecurity, and AI implementation. Their mission is to provide the right cloud strategy, technology, expertise, and services to help businesses succeed in their digital journeys, backed by their 'Fanatical Experience'.",735,1553.0,near_miss_1000_2000,1,False
5,companies providing cloud migration services,pipetail.io,pipetail s.r.o.,"Pipetail s.r.o. specializes in providing expert AWS, Google Cloud, and Microsoft Azure solutions, focusing on infrastructure, containers, and web services. They offer consulting, custom Kubernetes platform development, infrastructure analysis, and Terraform implementation to optimize cloud environments. Their mission is to help businesses leverage cloud technologies for seamless operations and to identify new opportunities.",695,1834.0,near_miss_1000_2000,1,False
5,companies providing cloud migration services,reyktech.com,Reyk Tech Inc.,"Reyk Tech Inc. is an IT consulting company based in New York City specializing in cloud computing, cloud security, and Big Data solutions. They offer professional services including IT strategy, systems architecture, project management, and resource augmentation. Their expertise extends to cloud architecture, migration, operations, and enterprise security and governance, with a focus on leveraging AWS for various applications like e-commerce and digital asset management.",789,1726.0,near_miss_1000_2000,1,False
5,companies providing cloud migration services,cumulusglobal.com,Cumulus Global,"Cumulus Global provides managed cloud services, leveraging partnerships with major providers like Microsoft and Google, to help businesses achieve their goals. They offer solutions for cloud computing security, privacy, compliance, continuity, collaboration, productivity, and infrastructure management. The company focuses on understanding client needs, strategizing, migrating, and providing ongoing support and training to ensure successful cloud adoption and IT transformation.",289,1133.0,near_miss_1000_2000,1,False
5,companies providing cloud migration services,iwinv.net,(주)스마일서브,"SmileServe is an infrastructure technology company specializing in cloud and IDC services, contributing to South Korea's IT development. They operate a Tier 3 data center and provide reliable cloud computing services as a CSP (Cloud Service Provider). As an MSP (Managed Service Provider), they specifically support public institutions in adopting and transitioning to cloud environments, offering secure, CSAP-certified cloud services and comprehensive operational management.",562,2242.0,mid_miss_2000_5000,1,False
5,companies providing cloud migration services,vertoservices.com,Verto Mobility,"Verto Mobility is a company offering comprehensive moving and relocation services. They specialize in local, domestic, and international moves, providing personalized plans, professional packing, transportation, storage, and unpacking. Additionally, they offer corporate services for office relocations, IT services, and industrial logistics, as well as mobility services for families relocating internationally, including immigration and relocation consulting.",813,5717.0,far_miss_5000_10000,1,False
5,companies providing cloud migration services,audriga.com,audriga GmbH,"audriga is a globally recognized expert in data migration, specializing in emails, groupware, and online storage. They offer self-service migration tools and assisted migration services for individuals, hosters, and ISPs, supporting large-scale platform migrations and data portability. Their solutions enable seamless onboarding and offboarding of customer data across various systems.",173,1857.0,near_miss_1000_2000,1,False
5,companies providing cloud migration services,virtamove.com,VirtaMove Corp.,"VirtaMove Corp. specializes in application migration software and services designed to help businesses modernize their IT infrastructure by moving legacy applications to modern operating systems and servers. Their core offerings include V-Migrate and V-Maestro software, alongside services like full migration, support, and training. The company aims to simplify complex IT modernization challenges for its clients.",607,1086.0,near_miss_1000_2000,1,False
5,companies providing cloud migration services,voyon.net,Voyon Inc.,"Voyon Inc. is a software product development and managed services company that offers comprehensive cloud solutions, application/AI services, and IT infrastructure management. They specialize in cloud migration, architecture, and native solutions, alongside AI-driven HRMS products like Voyon Folks. The company aims to optimize business processes and elevate workforce management through technology for clients globally.",349,1495.0,near_miss_1000_2000,1,False
5,companies providing cloud migration services,zetta.systems,Zetta Systems,"Zetta Systems is a cloud solutions provider specializing in building, supporting, and protecting cloud infrastructure for businesses worldwide. As an official partner to AWS, Microsoft Azure, and Google Cloud Platform, they offer 24/7 DevOps and SRE services, cybersecurity solutions including penetration testing and CISO as a Service, and aim to integrate security as a shared responsibility throughout the IT lifecycle. Their services are designed to ensure business continuity and innovation through resilient and secure cloud environments.",794,2034.0,mid_miss_2000_5000,1,False
5,companies providing cloud migration services,stilettotech.ca,The Stilleto Group,"The Stilleto Group is a business partner providing comprehensive product lines and infrastructure solutions for data centers and cloud environments. They offer servers, racks, and other parts, along with expertise in cloud migration and hybrid solutions. Their mission is to deliver high-performance products through innovation and operational excellence, backed by over 10 years of experience in the data center and cloud sectors.",676,1783.0,near_miss_1000_2000,1,False
5,companies providing cloud migration services,nitinfotech.com,NIT Infotech,"NIT Infotech is an AWS Advanced Consulting Partner specializing in cloud migration, application and data modernization, and data analytics. They offer expert consulting, cybersecurity, managed IT services, and IT staff augmentation to help organizations across various sectors drive growth and improve performance. Their services are designed to optimize cloud environments, enhance security, and reduce operational costs for clients.",326,1122.0,near_miss_1000_2000,1,False
5,companies providing cloud migration services,thenetresource.com,The Net Resource,"The Net Resource is an IT consulting firm with over 26 years of experience, specializing in cloud transitions, IT regulatory compliance, and business process optimization. They offer professional IT consulting services to small and large businesses, aiming to provide practical solutions and forge meaningful partnerships. The firm emphasizes a transparent and reliable approach to collaboration.",960,2586.0,mid_miss_2000_5000,1,False
5,companies providing cloud migration services,mirazon.com,Mirazon,"Mirazon is a technology services provider offering managed IT services, cybersecurity, and IT consulting. Founded in 2000, they aim to bring clarity, control, and confidence to businesses' technology operations. They serve a wide range of industries and clients, from small local businesses to Fortune 500 companies, with a focus on customized, cost-effective solutions and 24/7 support.",731,,not_found_beyond_10000,1,False
5,companies providing cloud migration services,easyitcloud.com.br,EASYIT CLOUD CONSULTORIA DE INFORMATICA LTDA,"EasyIT Cloud is a strategic IT consulting firm specializing in cloud solutions, DevOps, and FinOps. They help businesses reduce costs, optimize processes, and drive innovation by migrating data to the cloud, automating development and operations, and intelligently managing cloud expenses. Their services aim to enhance security, performance, and efficiency for clients' IT infrastructures.",192,1236.0,near_miss_1000_2000,1,False
6,B2B SaaS platforms,aleran.com,Aleran Software Inc.,"Aleran Software provides an AI-native, connected commerce platform designed to simplify and enhance B2B sales for manufacturers. Their comprehensive solution integrates CPQ, B2B eCommerce, customer portals, and PIM, aiming to accelerate sales cycles, improve customer experiences, and streamline operations. The platform focuses on leveraging AI to optimize quoting, product discovery, and sales workflows, enabling businesses to sell more efficiently across multiple channels.",311,1134.0,near_miss_1000_2000,1,False
6,B2B SaaS platforms,fmgplan.com,Freelance Marketing Group,"Freelance Marketing Group is a tech consulting company specializing in AI-driven solutions for SaaS and membership platform development. They offer custom SaaS applications, membership platform design, AI integration consulting, technical support, user experience optimization, and consultative strategy sessions. Their mission is to empower businesses to thrive in the digital landscape by leveraging innovative technology and strategic insights.",500,1339.0,near_miss_1000_2000,1,False
6,B2B SaaS platforms,rh7.lv,Myranea Ltd,"Myranea Ltd is a company that provides innovative Software as a Service (SaaS) solutions designed to transform businesses. Their offerings include a custom CMS, an e-commerce platform (Marketzee), a real estate management platform (Blockestate), an ERP system (Myrajex), an on-demand printing solution (Printfory), and an AI-powered helpdesk. They focus on delivering tailored, user-friendly, and secure cloud-based tools to streamline operations and enhance business growth.",219,1992.0,near_miss_1000_2000,1,False
6,B2B SaaS platforms,xiaoxiangyu.net,讯天saas商城平台,"讯天saas商城平台 is an e-commerce platform offering SaaS solutions for online stores. It provides tools for businesses to build, manage, and grow their online sales presence. The platform aims to simplify e-commerce operations for its users.",583,1354.0,near_miss_1000_2000,1,False
6,B2B SaaS platforms,junipeer.io,Junipeer,"Junipeer is an Integration Platform as a Service (iPaaS) designed specifically for e-commerce businesses. It offers plug-and-play integrations to automate workflows and bookkeeping, connecting e-commerce platforms with ERP, payment, POS, and PIM systems. The platform aims to reduce project costs and development time for merchants seeking to streamline their operations and enhance their digital ecosystem.",895,3785.0,mid_miss_2000_5000,1,False
6,B2B SaaS platforms,seable.cn,"哈尔滨兴业宝科技有限公司 (Harbin Xingyebao Technology Co., Ltd.)","Harbin Xingyebao Technology Co., Ltd. is a company specializing in the research and development of SaaS e-commerce software, focusing on serving small and medium-sized e-commerce merchants. Founded in 2011, they offer a suite of tools for tasks such as product stocking, order processing, shipping, and customer service performance management. The company has established itself as a service provider for 11 major e-commerce platforms, serving over 5 million users.",531,6133.0,far_miss_5000_10000,1,False
6,B2B SaaS platforms,toolbx.com,TOOLBX Inc.,"TOOLBX provides a digital experience platform for building supply businesses, integrating customer portals, AR management, online payments, and e-commerce. Their solution aims to streamline operations, accelerate cash flow, and improve customer experience by connecting with existing ERP systems. They serve independent building suppliers, particularly in the lumber and building materials industry.",590,1425.0,near_miss_1000_2000,1,False
6,B2B SaaS platforms,b2b-s.jp,B２Bサービス株式会社,"B2Bサービス株式会社 is an information and communication service company that facilitates connections between businesses. They offer services like MEGANET Edi, a system for storing order and invoice data compliant with Japanese tax laws, and a service for receiving electronic invoices from lens manufacturers. The company also provides a DIY industry ASP and operates the jointly developed ""MEGANET Pro"" with HOYA.",691,1119.0,near_miss_1000_2000,1,False
6,B2B SaaS platforms,lxhd0573.com,灵轩互动 (Lingxuan Interactive),"Lingxuan Interactive provides a comprehensive suite of private domain SaaS tools designed to help businesses with customer acquisition, conversion, repeat purchases, viral marketing, and operational efficiency. Their product matrix includes website building, educational system support, SCRM sales systems, cloud design tools, enterprise email, SMS platforms, new retail e-commerce, store management systems, WeChat official account assistants, mini-programs, and marketing campaign tools. The company aims to empower traditional enterprises with digital upgrades and facilitate rapid internet integration.",999,1158.0,near_miss_1000_2000,1,False
6,B2B SaaS platforms,tcbrowser.com,讯天saas商城平台,"讯天saas商城平台 is a SaaS (Software as a Service) platform specializing in e-commerce solutions. It provides tools and services for businesses to build and manage their online stores, likely including features for product management, order processing, and customer engagement. The platform aims to facilitate online sales and business growth through its e-commerce capabilities.",486,1316.0,near_miss_1000_2000,1,False
6,B2B SaaS platforms,geralli.com,Geralli Groupe,"Geralli Groupe is a company focused on B2B e-commerce solutions, offering services and brands to support businesses in their online sales efforts. The company's website indicates a focus on e-commerce and provides contact information, suggesting it operates within the digital commerce sector.",480,1983.0,near_miss_1000_2000,1,False
6,B2B SaaS platforms,papex.com,Delgadinho Software Solutions (DSS),"Delgadinho Software Solutions (DSS), formerly PAPEX Inc., provides specialized software solutions for the paper industry, focusing on SaaS models to facilitate transactions between buyers and sellers. Their products, including P-SAS, P-DES, MAX, and XTrack, aim to streamline procurement, document exchange, capital purchases, and inventory management. DSS emphasizes productivity, efficiency, and data security to support integral trading relationships and resolve operational challenges.",323,2859.0,mid_miss_2000_5000,1,False
6,B2B SaaS platforms,businessincloud.co,BusinessinCloud,"BusinessinCloud is an AI-powered SaaS platform designed for creators, trainers, and coaches to build, manage, and sell digital products and services online. It offers an all-in-one solution including website building, e-learning, marketing automation, CRM, payment processing, and electronic invoicing, enhanced by AI tools for content creation and process optimization. The platform aims to help individuals and SMEs monetize their knowledge and scale their online businesses.",533,1641.0,near_miss_1000_2000,1,False
6,B2B SaaS platforms,drivencrm.com,KnowTia Concepts Corporation,"KnowTia Concepts Corporation offers DrivenCRM, an all-in-one business platform designed for QuickBooks users to manage sales, marketing, and inventory. The platform is powered by Imprezian360™ and aims to streamline business operations for its users. The company focuses on providing integrated solutions for business management.",831,4069.0,mid_miss_2000_5000,1,False
6,B2B SaaS platforms,productivecode.nl,Productive Code B.V.,"Productive Code B.V. develops and markets software and systems designed to enhance productivity for businesses. They offer SaaS products and e-commerce software extensions that automate processes and increase efficiency, alongside custom software development and R&D consultancy services. Their solutions are utilized by thousands of businesses to improve operational performance.",888,1477.0,near_miss_1000_2000,1,False
6,B2B SaaS platforms,temona.co.jp,Temona Inc.,"Temona Inc. is a Japanese company specializing in subscription-based business solutions. They offer a cloud-based system called ""Subscription Store"" for managing sales, customers, payments, and inventory, along with promotional tools. Their services also include B2B e-commerce platforms, specialized subscription systems for direct-to-consumer (D2C) businesses, and a cloud system for physical stores like salons and clinics. Temona aims to enrich society through subscriptions and provides a media platform for subscription business insights.",201,1851.0,near_miss_1000_2000,1,False
6,B2B SaaS platforms,zhangfangyun.cn,"珠海账房科技有限公司 (Zhuhai Zhang Fang Ke Ji Technology Co., Ltd.)","Zhuhai Zhang Fang Ke Ji Technology Co., Ltd. is a SaaS system technology service provider. They specialize in developing and offering solutions such as electronic ticketing systems, mini-program custom development, e-commerce platforms, and store management systems. Their services cater to various industries including beauty, fitness, automotive, and pet care, aiming to provide efficient digital tools for businesses.",573,1969.0,near_miss_1000_2000,1,False
6,B2B SaaS platforms,quanxinfu.com,全福游科技产业集团（厦门）有限公司,"Quanxinfu Technology Industry Group (Xiamen) Co., Ltd. provides a one-stop welfare industry SaaS system, offering flexible customization, refined services, and multi-terminal operations. They specialize in solutions for bank procurement, employee benefits, points malls, card packages, and O2O lifestyle services. The company leverages technologies like 5G, blockchain, big data, and AI to help businesses innovate and transform.",935,1364.0,near_miss_1000_2000,1,False
6,B2B SaaS platforms,lift-on.nl,Lift-On,"Lift-On is a platform designed to help businesses automate the sale of gift cards, thereby increasing revenue and customer loyalty. The service offers a plug-and-play solution that can be integrated into a company's website within minutes. It provides features such as unique design generation, real-time administration, and QR code redemption, aiming to simplify the gift card sales process for various businesses like salons, studios, and retailers.",883,,not_found_beyond_10000,1,False
6,B2B SaaS platforms,mctekk.com,MCTEKK,"MCTEKK is a technology company specializing in building integrations and custom commerce solutions for businesses. They offer B2B commerce platforms, multi-vendor marketplace solutions, and mobile direct-to-consumer (DTC) applications. Their services focus on unifying business systems through their Middle-Out Integration Platform and providing tailored development and support to help businesses scale efficiently.",852,1114.0,near_miss_1000_2000,1,False
6,B2B SaaS platforms,taoxinb2b.com,淘信 (Taoxin),"Taoxin is an online platform designed to facilitate the connection of supply and demand information across various industries. It serves as a resource hub for businesses to find procurement needs, offer products, and connect with potential partners through features like enterprise directories and procurement groups. The platform aims to streamline business-to-business interactions and promote trade.",570,1113.0,near_miss_1000_2000,1,False
6,B2B SaaS platforms,rentster.eu,Autlio,"Autlio is a software platform designed to automate and streamline business operations, particularly for rental and service-based companies. It offers features such as automated scheduling, digital contract signing, payment processing, and integration with smart devices and existing business software. The platform aims to improve efficiency, reduce operational costs, and enhance the customer experience by putting businesses on 'autopilot'.",967,,not_found_beyond_10000,1,False
6,B2B SaaS platforms,cellularpacific.com,Cellular Pacific LLC,Cellular Pacific LLC operates a B2B wholesale platform for cellular products. They offer a vendor portal and customer login for managing wholesale transactions. The company focuses on providing a platform for businesses to engage in the wholesale trade of cellular goods.,998,1003.0,near_miss_1000_2000,1,False
6,B2B SaaS platforms,easicon.com,Easicon GmbH,"Easicon GmbH offers a cloud-based Software-as-a-Service (SaaS) platform designed to help self-employed individuals and small businesses establish an online presence and manage bookings. The platform aims to simplify digital visibility and appointment management for service providers like hairdressers, coaches, therapists, and tradespeople, without requiring technical expertise. Their mission is to provide an easy, transparent, and cost-effective solution for small businesses to become digitally visible and bookable.",652,1202.0,near_miss_1000_2000,1,False
6,B2B SaaS platforms,waynecorp.ch,Wayne Corp.,"Wayne Corp. is a technology partner that designs and manages enterprise software and digital platforms, focusing on loyalty programs, e-commerce, and data integration. They offer SaaS solutions, ERP systems, and omnichannel architectures to help businesses connect systems, automate processes, and achieve sustainable growth. The company also provides AI-driven tools for content processing and integrates AI into its platforms to enhance operational efficiency.",294,1324.0,near_miss_1000_2000,1,False
6,B2B SaaS platforms,juxinban.cn,俱赞企服 (Juzan Qifu),"Juzan Qifu offers a SaaS system and related services focused on the furniture industry, specializing in a four-level distribution promotion mechanism. Their solutions include data visualization tools, real-time control for sales channels, and direct-to-terminal product promotion via mini-programs. They aim to help furniture factories and distributors enhance their online marketing, sales, and data management capabilities.",241,1460.0,near_miss_1000_2000,1,False
6,B2B SaaS platforms,casantey.com,Casantey,"Casantey specializes in developing and implementing innovative technology solutions, primarily SaaS products, to help businesses streamline operations, boost efficiency, and maximize ROI. Their offerings cater to various sectors including enterprise, healthcare, and community engagement, with a mission to empower growth through automation and AI-driven insights. The company provides a comprehensive suite of tools designed to simplify complex processes and enhance business performance.",742,1396.0,near_miss_1000_2000,1,False
6,B2B SaaS platforms,myshoplaza.com,SHOPLAZZA,"SHOPLAZZA is presented as a SaaS partner and e-commerce friend, aiming to provide a seamless online selling and shopping experience. The company offers solutions to facilitate online sales and is associated with Shangpu Price Information Consulting (Shenzhen) Co., Ltd.",795,4706.0,mid_miss_2000_5000,1,False
6,B2B SaaS platforms,mysellpay.cn,MYSELLPAY,"MYSELLPAY is a SaaS e-commerce platform that provides merchants, independent sales agents, and organizations with comprehensive technology tools for online stores, webinars, member loyalty programs, online reservations, ticketing, and online payments. It offers various subscription plans tailored to different business needs, along with integrations for multiple payment channels. The platform aims to empower businesses to establish and manage their online presence and sales effectively.",190,1142.0,near_miss_1000_2000,1,False
6,B2B SaaS platforms,xplor.com,Xplor Technologies,"Xplor Technologies is a global company that integrates vertical-specific SaaS, embedded payments, and growth technologies to empower businesses. They provide software solutions for childcare, education, fitness, field services, and personal services, alongside a comprehensive payment processing platform. Their aim is to help businesses achieve faster growth by simplifying operations and enhancing customer engagement.",585,2585.0,mid_miss_2000_5000,1,False
6,B2B SaaS platforms,rongyingyun.com,融营智能科技(上海)有限公司,"融营智能科技 (Rongying Intelligent Technology) is a cloud service provider offering a unified platform for communication capabilities, enterprise services, and intelligent sales solutions. They focus on providing SaaS+PaaS+AI integrated services to small, medium, and micro enterprises, aiming to empower sales teams with tools like an AI Sales Brain and a call-enabled SCRM system. Their offerings include solutions for digital office transformation, customer relationship management, and sales process optimization.",887,1698.0,near_miss_1000_2000,1,False
6,B2B SaaS platforms,remos.sk,REMOS spol. s r.o.,"REMOS spol. s r.o. operates a network of specialized online stores and platforms offering a wide range of products and services. These digital solutions aim to save time, increase productivity, and simplify daily tasks for both businesses and individuals. Their offerings span from office and workshop equipment to presentation technology, personal development tools, and logistics and construction services.",359,8139.0,far_miss_5000_10000,1,False
6,B2B SaaS platforms,dealer-relay.com,Dealer Relay,"Dealer Relay provides a B2B e-commerce system designed to revolutionize wholesale operations by offering a fully featured customer portal. Their solution focuses on streamlining order management, improving customer experience with features like real-time price lists and balance tracking, and reducing costs associated with manual processes. The system also incorporates a unique debt tracking mechanism to automatically approve orders based on buyer contracts and standing, aiming to eliminate human errors and bad debts in B2B transactions.",962,1061.0,near_miss_1000_2000,1,False
6,B2B SaaS platforms,genuinespareimport.com,Portal de Ventas,"Portal de Ventas is an online platform designed to allow users to self-manage their sales orders. It provides various useful queries and functionalities for registered users. Access requires registration and login credentials, which can be obtained by contacting the sales department.",941,8838.0,far_miss_5000_10000,1,False
6,B2B SaaS platforms,wzknyy.com,星辉平台 (Xinghui Platform),"Xinghui Platform offers a SaaS (Software as a Service) enterprise digital business platform, providing sales management, distribution management, expense management, and AI identification services. The platform aims to facilitate digital transformation for businesses, focusing on employee management, customer relationship management, and channel management. It emphasizes data security and user privacy in its operations.",529,1562.0,near_miss_1000_2000,1,False
6,B2B SaaS platforms,processfast.com,"ProcessFast, LLC","ProcessFast designs, develops, and sells enterprise SaaS and middleware solutions as a service, focusing on automating and improving business processes. They analyze business problems, design software solutions, develop and test them, and then deploy, host, and monitor these systems in the cloud. Their primary customers are in the Real Estate Settlement Services industry, but they also serve other sectors.",403,1125.0,near_miss_1000_2000,1,False
6,B2B SaaS platforms,sekahui.com,山西色卡会网络科技有限公司,"Shanxi Sekahui Network Technology Co., Ltd. provides intelligent SaaS solutions for over 40 industries and scenarios, including retail, catering, beauty, and rental services. Their modular products offer features like online sales platforms, inventory management, appointment booking, and queue management, aiming to improve user experience and boost business performance. The company emphasizes comprehensive after-sales service and continuous system upgrades.",701,1582.0,near_miss_1000_2000,1,False
6,B2B SaaS platforms,topconcepts.com,cgrd GmbH,"cgrd GmbH specializes in developing and operating fully integrated B2B e-commerce customer portals for wholesalers and manufacturers. Their commerce GRID solution acts as a digital storefront, consolidating ordering and service processes with a single access point. They focus on digitizing individual trade and sales processes, integrating with existing ERP and PIM systems to provide real-time customer information and enhance customer loyalty through extensive service functions.",923,1239.0,near_miss_1000_2000,1,False
6,B2B SaaS platforms,i-kingdom.com,科众软件 (Kezhong Software),"Kezhong Software specializes in providing IT solutions and operational coaching for the automotive aftermarket. Their core offerings include ERP systems, e-commerce platforms, cloud data services, and alliance management systems, all designed to empower partners and optimize internal management for businesses. They operate on an S2b2c business model, aiming to enhance competitiveness and customer value within the industry.",273,1249.0,near_miss_1000_2000,1,False
6,B2B SaaS platforms,liciweb.com,LICIEL EXTRANET,"LICIEL EXTRANET offers an online professional space designed to enhance customer service and client management. The platform allows businesses to share PDF reports, track file downloads in real-time, and manage commercial activities. Key features include online document sharing, sales management, order taking, online payment processing, geolocation of assets, and a secure messaging system, all accessible from any device.",455,2600.0,mid_miss_2000_5000,1,False
6,B2B SaaS platforms,ctfaka.com,诚天卡密寄售平台 (Cheng Tian Card Password Consignment Platform),"Cheng Tian Card Password Consignment Platform is a SaaS platform that provides services for merchants to build and manage online stores, particularly for virtual goods. It offers features like rapid store setup, multi-port compatibility, AI-driven data analysis, and robust security measures. The platform aims to empower merchants with digital transformation and efficient online sales operations, focusing on a high-performance, low-cost model.",203,2090.0,mid_miss_2000_5000,1,False
6,B2B SaaS platforms,0759hj.com,讯天saas商城平台,"讯天saas商城平台 is a SaaS (Software as a Service) platform focused on e-commerce solutions. It provides tools and services for building and managing online stores, likely catering to businesses looking to establish or enhance their online retail presence. The platform aims to offer comprehensive e-commerce functionalities to its users.",485,1473.0,near_miss_1000_2000,1,False
6,B2B SaaS platforms,terre-events.com,Votre Accompagnement D’Entreprise,"Votre Accompagnement D’Entreprise is a cooperative B2B solutions platform offering a wealth of information for businesses operating in both B2B and B2C markets. It features articles written by passionate contributors, providing innovative strategies and tips to help businesses grow and succeed. The platform covers a wide range of topics relevant to professional development and business operations.",183,1141.0,near_miss_1000_2000,1,False
6,B2B SaaS platforms,3g3e.com,辽宁常客云数字科技有限公司,"Changkeyun is a SaaS platform focused on membership benefits and loyalty programs. It integrates various brand suppliers to offer one-stop digital technology supply chain services for government and enterprise clients, supporting employee welfare and digital marketing upgrades. The company aims to provide comprehensive digital solutions for businesses.",193,1689.0,near_miss_1000_2000,1,False
6,B2B SaaS platforms,yazamo.com,"Yazamo, LLC","Yazamo is a SaaS marketing company that provides software solutions to help small to mid-size businesses generate leads, drive online sales, and engage customers. Their platform is designed to enable businesses to develop, optimize, and scale their online marketing efforts effectively. The company focuses on acquiring leads, facilitating online sales, and customer engagement throughout the buying cycle.",288,1829.0,near_miss_1000_2000,1,False
6,B2B SaaS platforms,shopblocks.com,Symphony Commerce,"Symphony Commerce specializes in designing and orchestrating advanced digital commerce ecosystems for global B2B businesses. They offer a comprehensive suite of B2B e-commerce solutions, including white-label storefronts (Nexus), discount engines (Fortis), and payment solutions (Symphony Pay). Their focus is on providing fast, integrated, and seamless e-commerce experiences tailored to the complex needs of wholesalers, distributors, and brands.",476,1277.0,near_miss_1000_2000,1,False
6,B2B SaaS platforms,ziqy.co,ZIQY,"ZIQY is a SaaS platform that enables businesses to implement circular economy models by integrating product rental, second-hand sales, and repair services. Their solutions aim to transform products into recurring revenue streams, optimize after-sales services, and manage the resale of pre-owned goods. The company targets retailers, manufacturers, and mobility providers looking to enhance sustainability and profitability.",628,5038.0,far_miss_5000_10000,1,False
6,B2B SaaS platforms,cloudcart.nl,CloudCart,"CloudCart is an e-commerce-as-a-service platform offering a comprehensive solution for launching and managing online stores. It provides a core platform, extended features for growing businesses, and a marketing suite with AI-driven tools for customer segmentation and automated campaigns. The company also facilitates services through a partner network, aiming to empower merchants with design, marketing, and operational support to boost sales and facilitate international trade.",388,2631.0,mid_miss_2000_5000,1,False
6,B2B SaaS platforms,aigongzuo.com,爱工作 (Aigongzuo),"爱工作 (Aigongzuo) provides a cloud-based SaaS platform offering integrated management software solutions. Their product suite includes Sales Cloud, Distribution Cloud, Supply Chain Cloud, HR Cloud, and Intelligent Analytics Cloud, designed to facilitate digital transformation and improve operational efficiency for businesses. The platform emphasizes customization and integration, enabling companies to streamline processes and enhance collaboration across various departments and with external partners.",869,1219.0,near_miss_1000_2000,1,False
6,B2B SaaS platforms,chinachem.cn,微化云社区 (Micro Cloud Community),"Micro Cloud Community, also known as 'Yun Ban Zhuan' (云搬砖), provides a digital platform for e-commerce businesses. It offers tools for digital transactions, including online signing and payment, with future plans for online invoicing and accounting. The platform also includes digital marketing tools like mobile-first websites and digital management tools for inventory, position control, and employee authorization, aiming to improve operational efficiency and reduce costs for merchants.",278,1408.0,near_miss_1000_2000,1,False
