domain,name,country,organization_type,summary_word_count,summary,summary_keywords,summary_trustable,keywords_trustable,keywords_match_summary,confidence,reason,parse_error
xdeck.de,xdeck,Germany,Company,60,"xdeck is a founder-centric accelerator and venture fund that supports early-stage B2B tech ventures. They provide acceleration programs with a strong network of experienced entrepreneurs and corporate partners, alongside hands-on investment through their venture capital fund. Their mission is to empower founders by offering tailored expertise and challenging their status quo, fostering growth and innovation in the tech startup ecosystem.","['startup accelerator', 'venture capital', 'B2B tech', 'founder support', 'early-stage investment', 'tech startups', 'entrepreneurship', 'innovation', 'corporate partnerships', 'Cologne']",True,True,True,high,"Summary and keywords are specific, coherent, and accurately describe the business activities of xdeck.de",False
qchoo.cn,七彩虹数据管理系统 (Qicaihong Data Management System),China,Company,56,"Qicaihong Data Management System is a provider of data management software, specializing in business management solutions. Their product offerings include inventory management (both standalone and cloud-based), simple warehousing systems, store accounting software, and delivery note printing tools. The company is actively developing more products and aims to serve businesses needing efficient data handling and operational control.","['data management', 'inventory management', 'business software', 'cloud solutions', 'accounting software', 'warehousing', 'delivery notes', 'SaaS', 'software provider', 'business operations']",True,True,True,high,Summary and keywords accurately describe the company's data management software offerings and align with its industry.,False
megasrl.it,MEGA di Ghigo Giovanna & C. s.n.c.,Italy,Company,64,"MEGA has been operating since the 1960s, specializing in the sale of building materials and the processing of rebar and mesh for reinforced concrete. The company offers a dynamic range of services including material sales, expert consultation, custom fabrication, tintometric systems, dry cutting services, equipment rental, and outdoor flooring solutions. They aim to provide comprehensive solutions for the evolving needs of the construction sector.","['building materials', 'reinforced concrete', 'rebar processing', 'mesh processing', 'construction solutions', 'tintometric system', 'equipment rental', 'outdoor flooring', 'garden furniture', 'building supplies']",True,False,False,high,The keywords include 'garden furniture' which is unrelated to the construction industry described in the summary.,False
tomz.com,TOMZ Corporation,United States,Company,53,"TOMZ Corporation is a leading contract medical device manufacturer with over 35 years of experience, serving global OEMs. They specialize in advancing quality of life by producing medical devices from prototype to production, aiming to improve patient lives worldwide. The company emphasizes precision, advanced technology, and a patient-first approach across its three facilities.","['medical device manufacturing', 'contract manufacturing', 'OEM supplier', 'healthcare', 'ISO 13485', 'FDA registered', 'prototype', 'production', 'quality', 'innovation']",True,True,True,high,"Summary and keywords accurately describe the company's industry, services, and certifications, with no signs of generic boilerplate or unrelated content.",False
i2ideas.co.uk,i2i,United Kingdom,Company,57,"i2i is a marketing and advertising agency that focuses on creating memorable and impactful campaigns. They specialize in developing creative ideas and executing them across various media to ensure brand messages stick with the target audience. Their services encompass strategic thinking, design, copywriting, and media planning, aiming to drive demand and achieve commercial success for their clients.","['marketing', 'advertising', 'branding', 'creative agency', 'campaigns', 'copywriting', 'design', 'media planning', 'strategy', 'brand communication']",True,True,True,high,"Summary and keywords accurately describe the company's services and industry, with no signs of generic boilerplate or unrelated content.",False
bluepointps.com,BluePoint Performance Solutions,United States,Company,50,"BluePoint Performance Solutions offers comprehensive payroll and HR solutions, including prevailing wage compliance, payroll processing, and applicant tracking software. They aim to help businesses save time and money by streamlining HR functions and ensuring legal compliance. Their services cater to companies needing efficient payroll management and robust employee onboarding processes.","['Payroll Services', 'Prevailing Wage Compliance', 'Applicant Tracking', 'HR Solutions', 'Labor Law Posters', 'Onboarding Software', 'Timekeeping', 'Direct Deposit', 'Electronic Filings', 'Performance Management']",True,True,True,high,"Summary and keywords are specific, coherent, and accurately describe the company's services.",False
phoneprogetti.it,Phone Progetti,Italy,Company,68,"Phone Progetti is an Italian company specializing in advanced solutions for business telecommunications, security, and voice/data services. They offer a range of services including networking, telephony, wireless networks, wired networks, radio bridges, cybersecurity, virtual data centers, and security systems like video surveillance and access control. The company aims to improve operational efficiency and infrastructure protection for businesses, public entities, and private clients through customized, reliable, and high-performance solutions.","['telecommunications', 'networking', 'cybersecurity', 'security systems', 'voice and data services', 'virtual data center', 'system integrator', 'telephony solutions', 'wireless networks', 'business solutions']",True,True,True,high,"Summary and keywords accurately describe the company's services and industry, with no signs of generic boilerplate or unrelated content.",False
locumpeople.com.au,Locum People,Australia,Company,62,"Locum People is a business consulting company specializing in human resources management initiatives for SMEs and larger organizations. They offer outsourced HR, project-based HR advice, recruitment, executive search, and psychometric assessments. Additionally, they are the premium distributor in Australia and New Zealand for the Prevue psychometric assessment and personality profiling system, as well as the Prevue Applicant Processing System (APS) recruitment software.","['Human Resources', 'HR Consulting', 'Recruitment', 'Executive Search', 'Psychometric Assessment', 'Prevue', 'Applicant Processing System', 'SME Support', 'Performance Management', 'HR Software']",True,True,True,high,"Summary and keywords accurately describe the company's services and products, with no signs of generic boilerplate or unrelated content.",False
cocoearth.com.au,Coco Earth,Australia,Company,59,"Coco Earth is an Australian-owned company specializing in natural and organic health and wellness products. They offer a range of items including almond protein powder, ready-to-eat meals, and specialty oils and flours, with a vision to promote healthy and sustainable lifestyles. While their online store is closed, their products are available through major Australian retailers like Coles and Woolworths.","['organic products', 'health and wellness', 'almond protein', 'ready meals', 'specialty oils', 'sustainable lifestyle', 'plant-based foods', 'Australian owned', 'retail', 'food manufacturing']",True,False,False,medium,Keywords describe a broader range of industries than the specific focus on natural and organic health products mentioned in the summary,False
hennings-landmaschinen.de,WordPress,Germany,Company,51,"WordPress is a free and open-source content management system (CMS) that allows users to create and manage websites and blogs. It is widely used for its flexibility, extensive plugin ecosystem, and user-friendly interface, powering a significant portion of the internet. Its primary function is to facilitate website creation and content publishing.","['WordPress', 'CMS', 'Website Builder', 'Blogging Platform', 'Content Management', 'Open Source', 'Web Development', 'Publishing', 'Themes', 'Plugins']",False,True,True,high,"The summary appears to be a generic description of the WordPress platform, not specific to Hennings-Landmaschinen.de",False
livingessentials.at,Shopify,Austria,Company,55,"Shopify is a leading e-commerce platform that enables businesses to create and manage their online stores. It provides tools for website design, product management, marketing, and sales, allowing entrepreneurs to sell products online and in person. The platform offers various subscription plans and services to support businesses of all sizes in their digital commerce endeavors.","['e-commerce', 'online store', 'retail', 'SaaS', 'business platform', 'digital commerce', 'entrepreneurship', 'online sales', 'website builder', 'merchant services']",False,True,True,high,"The summary appears to be generic boilerplate text from Shopify's official website, not a specific description of the company livingessentials.at",False
erpservice.com,深圳市钜茂资讯有限公司,China,Company,55,"钜茂资讯有限公司 (Jumao Information Technology Co., Ltd.) is an ERP system service provider specializing in solutions for small and medium-sized enterprises. They offer ERP, CRM, and SCM systems designed for manufacturing, trading, distribution, and import/export businesses. Their services include system implementation, customization, and IT planning, aiming to enhance operational efficiency and reduce costs for their clients.","['ERP', 'Manufacturing ERP', 'Trading ERP', 'Distribution ERP', 'Import/Export ERP', 'CRM', 'SCM', 'Custom Software Development', 'IT Consulting', 'SME Solutions']",True,False,True,medium,"Keywords appear to be overly generic and include multiple unrelated services, suggesting potential templating or copy-pasting from a different company's listing.",False
actarvs.com,Actarvs S.r.l,Italy,Company,55,"Actarvs S.r.l is an Italian cybersecurity firm specializing in information security consulting and providing tailored open-source solutions. They focus on protecting sensitive data and preventing cyber threats through advanced defensive and offensive security services, incident response, and OT/IoT security. Their mission is to raise awareness about cyber risks and ensure business network security and resilience.","['cybersecurity', 'information security', 'open-source solutions', 'data protection', 'threat prevention', 'incident response', 'OT security', 'IoT security', 'network security', 'cyber resilience']",True,True,True,high,"Summary and keywords are specific, coherent, and accurately describe the company's services and mission.",False
concourseco.com,"Ember Group, LLC",United States,Company,56,"EMBER is a private real estate investment and development firm that specializes in land acquisition and the delivery of master-planned communities, industrial projects, and select residential developments. The company focuses on strategic land acquisition and project execution within the real estate sector. They also offer a platform for investors and provide updates on their latest projects.","['real estate', 'investment', 'development', 'land acquisition', 'master planned communities', 'industrial real estate', 'residential projects', 'property development', 'real estate firm', 'investor portal']",True,True,True,high,"Summary and keywords accurately describe the company's activities in real estate investment and development, with specific details on their focus areas.",False
robotae.com,Robotae Ltd,United Kingdom,Company,46,"Robotae is a technology design and development consultancy specializing in robotics and mechatronics. Founded in 2014, the company supports businesses of all sizes in developing new robotic or mechatronic products and systems. Their services encompass areas like consumer electronics, service robotics, control systems, and mobile robots.","['robotics consultancy', 'mechatronics', 'technology design', 'product development', 'service robotics', 'control systems', 'mobile robots', 'consumer electronics', 'wearables', 'industrial demonstrator']",True,False,False,high,"Keywords mention unrelated topics such as wearables, which do not match the summary",False
biohoefe-stiftung.de,BioHöfe Stiftung,Germany,Other,49,"The BioHöfe Stiftung is a non-profit foundation dedicated to preserving organic farming practices in Germany. It supports farmers and landowners in transitioning their agricultural work to successors who will continue ecological management. The foundation also funds non-profit projects in nature and environmental protection, particularly those related to organic agriculture.","['organic farming', 'sustainable agriculture', 'land preservation', 'farmer succession', 'environmental protection', 'non-profit', 'foundation', 'rural development', 'ecological management', 'agricultural culture']",True,True,True,high,"Summary and keywords accurately describe the foundation's mission and activities, with specific details about organic farming practices in Germany.",False
biovico.pl,BIOVICO S.P. Z O.O.,Poland,Company,48,"Biovico is a biotechnology and pharmaceutical company dedicated to researching, developing, and providing innovative healthcare solutions. They focus on creating rigorously tested products and comprehensive patient-tailored solutions, leveraging decades of experience in the field. The company's mission is to enhance global patient health and well-being through pharmaceutical innovation.","['biotechnology', 'pharmaceutical', 'healthcare solutions', 'research and development', 'patient health', 'medical innovation', 'biologics', 'drug development', 'quality management', 'scientific marketing']",True,True,True,high,"Summary and keywords accurately reflect the company's mission, products, and services in biotechnology and pharmaceuticals.",False
jl-company.co.kr,사이트하우스 (Sitehouse),South Korea,Company,59,"Sitehouse is a web development company specializing in creating custom websites, particularly landing pages and responsive websites. They offer services such as custom design, online advertising agency support, and website maintenance. The company aims to provide satisfactory website solutions for businesses, with a focus on user experience and optimization across various devices. They have been in operation since 2001.","['website development', 'landing page', 'responsive design', 'web design', 'online advertising', 'website maintenance', 'custom website', 'web agency', 'web solutions', 'sitehouse']",True,True,True,high,"Summary and keywords are specific, coherent, and accurately describe the company's services.",False
accounteroffice.com,Accounter Office,United States,Company,57,"Accounter Office is an accounting application developed by CPAs for CPAs, designed to automate routine tasks and optimize time. It offers secure 24/7 access to client data, efficient information sharing, and a unified financial platform. The app provides access to benchmarks, business guidance, and industry templates to help users focus on their core business and client relationships.","['accounting software', 'CPA tools', 'invoicing', 'financial platform', 'automation', 'business guidance', 'client data management', 'SaaS', 'tax software', 'office management']",True,True,True,high,"Summary and keywords accurately describe the company's services and industry, with no signs of generic boilerplate or unrelated content.",False
coramgroup.com,Intred,Italy,Company,35,"Intred is a telecommunications company that provides internet, telephony, and television services. They focus on delivering high-speed fiber optic internet to residential and business customers. The company aims to offer reliable and advanced connectivity solutions.","['telecommunications', 'internet service provider', 'fiber optic', 'telephony', 'television', 'broadband', 'connectivity', 'residential services', 'business services', 'network']",True,True,True,high,"Summary and keywords accurately describe the company's industry and services, with no signs of generic boilerplate or unrelated content.",False
itradellc.com,Oram Cybersecurity Advisors,United States,Company,58,"Oram Cybersecurity Advisors provides comprehensive IT and cybersecurity solutions for businesses, focusing on securing data, building robust tech infrastructure, and ensuring regulatory compliance. They offer services like network vulnerability assessment, data backup, dark web monitoring, and managed IT solutions. Their mission is to empower businesses with technology that supports growth and provides peace of mind against cyber threats.","['Cybersecurity', 'IT Solutions', 'Data Security', 'Managed IT', 'Compliance', 'Technology Consulting', 'Fraud Prevention', 'Network Security', 'Business Technology', 'Cyber Vulnerabilities']",True,True,True,high,"Summary and keywords are specific, coherent, and accurately describe the company's services and mission.",False
usnet-1.com,USNet,United States,Company,52,"USNet specializes in comprehensive data center fit-out services, offering tailored solutions for hyperscale, enterprise, colocation, and edge data centers. Their expertise spans strategic IT relocation planning, structured cabling, advanced security systems, and space optimization to ensure peak performance, efficiency, and scalability. They aim to provide seamless infrastructure deployment from strategy to execution.","['Data Center Fit-Out', 'Structured Cabling', 'IT Relocation', 'Data Center Security', 'Space Optimization', 'Infrastructure Deployment', 'Colocation', 'Hyperscale Data Centers', 'Enterprise Data Centers', 'Edge Data Centers']",True,True,True,high,"Summary and keywords accurately describe specific services offered by USNet, with no signs of generic boilerplate or unrelated content.",False
outwritemusic.com,Bluehost.com,United States,Company,41,"Bluehost.com provides affordable and reliable web hosting solutions. They offer various hosting services to individuals and businesses, aiming to make website creation accessible. The company also has an affiliate program and provides customer support through a help center and contact options.","['web hosting', 'affordable hosting', 'reliable hosting', 'website solutions', 'affiliate program', 'customer support', 'domain', 'online presence', 'internet services', 'hosting provider']",False,True,True,high,"The summary appears to be generic boilerplate text from a hosting provider, unrelated to the actual business activities of Bluehost.com",False
advan.us,Advan Research Corporation,United States,Company,61,"Advan Research Corporation provides advanced location and brand analytics by collecting and processing vast amounts of cellphone location and transaction data. Their services offer insights into foot traffic, consumer behavior, demographics, and sales performance for various industries including retail, commercial real estate, and finance. The company aims to help businesses make informed decisions regarding site selection, competitor analysis, and financial forecasting.","['Location Analytics', 'Brand Analytics', 'Foot Traffic Data', 'Transaction Data', 'Demographics', 'Retail Analytics', 'Real Estate Analytics', 'Financial Data', 'Consumer Behavior', 'Data Intelligence']",True,True,True,high,"Summary and keywords accurately describe the company's services and industry, with no signs of generic boilerplate or unrelated content.",False
edgesoftdesign.com,EdgeSoftDESIGN,Romania,Company,55,"EdgeSoftDESIGN is a software development company that specializes in creating custom-made software solutions for businesses. They offer services such as website development, database systems, and desktop/mobile applications, aiming to deliver high-quality results that meet client requirements and budgets. The company focuses on user-friendly and essential business systems, catering to a wide range of user scales.","['custom software', 'web development', 'database systems', 'mobile applications', 'desktop applications', 'software solutions', 'business software', 'IT services', 'software design', 'software implementation']",True,True,True,high,Summary and keywords accurately describe the company's services and are specific to software development.,False
criativaead.com.br,Criativa EaD,Brazil,Company,68,"Criativa EaD specializes in creating and customizing distance learning (EaD) platforms, offering services from hosting and installation to visual identity design and educational consulting. They focus on developing personalized Moodle and WordPress-based solutions, including integrations, custom plugins, and training, to enhance the learning experience for educational institutions and businesses. Their mission is to leverage educational technology to help clients expand their reach and improve teaching and learning processes.","['EaD platforms', 'Moodle', 'WordPress', 'e-learning', 'educational technology', 'platform hosting', 'customization', 'consulting', 'training', 'integrations']",True,True,True,high,"Summary and keywords accurately describe the company's services and technology focus, with no signs of generic boilerplate or unrelated content.",False
lenzinibilance.it,Intred,Italy,Company,49,"Intred is a telecommunications company that provides internet, telephony, and television services. They focus on delivering high-speed fiber optic internet and comprehensive communication solutions to residential and business customers. Their mission is to offer reliable and advanced connectivity, positioning themselves as a key player in the digital infrastructure market.","['telecommunications', 'internet service provider', 'fiber optic', 'telephony', 'television', 'connectivity', 'broadband', 'digital infrastructure', 'residential services', 'business solutions']",True,True,True,high,"Summary and keywords accurately describe the company's services and industry, with no signs of generic boilerplate or unrelated content.",False
bradharveycreative.com,Brad Harvey Creative,United States,Company,68,"Brad Harvey Creative is an award-winning video production company that specializes in creating dynamic digital content for various platforms including online, broadcast, presentations, non-profits, and trade shows. With over a decade of experience, they help clients establish their presence in the digital world by producing engaging video content tailored to reach specific audiences. The company showcases a portfolio of work ranging from business and industrial to corporate videos.","['video production', 'creative services', 'digital content', 'award-winning', 'corporate video', 'non-profit video', 'trade show video', 'broadcast video', 'online video', 'marketing']",True,True,True,high,"Summary and keywords accurately describe the company's services and expertise, with no signs of generic boilerplate or unrelated content.",False
fette-koeln.de,FETTE Pharma Holding AG,Germany,Company,51,"FETTE Pharma Holding AG is a German company based in Cologne, operating within the pharmaceutical sector. The company's core activities likely involve the development, manufacturing, or distribution of pharmaceutical products, indicated by its name and holding structure. Further details on specific products or services are not provided in the given text.","['pharmaceuticals', 'holding company', 'Cologne', 'Germany', 'drug development', 'healthcare', 'biotechnology', 'life sciences', 'pharma industry', 'medical products']",True,False,True,high,Keywords describe a broader range of industries than the specific focus on pharmaceuticals mentioned in the summary,False
comquoi.com,Gandi.net,France,Company,48,"Gandi.net is a domain registrar and web hosting provider that offers domain name registration, web hosting services, and related internet services. They aim to provide a user-friendly platform for individuals and businesses to establish their online presence. The company operates in the domain name and web services industry.","['domain registrar', 'web hosting', 'domain names', 'internet services', 'online presence', 'Gandi.net', 'website registration', 'cloud hosting', 'SSL certificates', 'email hosting']",True,False,True,high,"The summary accurately describes the company's services, but the keywords contain unrelated terms like 'cloud hosting' and 'SSL certificates'",False
bmadvisorsmiami.com,B&M Advisors,United States,Company,59,"B&M Advisors is an independent wealth management firm that provides personalized global investment services. They focus on identifying market opportunities while managing client risk, tailoring strategies to individual liquidity needs, financial goals, and risk tolerance. The firm leverages its global perspective and understanding of wealthy investors to develop and execute financial strategies for wealth growth and preservation across generations.","['wealth management', 'investment services', 'global finance', 'risk management', 'financial planning', 'asset preservation', 'independent advisor', 'high-net-worth', 'financial strategy', 'custody and clearing']",True,True,True,high,"Summary and keywords are specific, coherent, and accurately describe the company's services.",False
meiqirobot.com,东莞美崎智能科技有限公司,China,Company,68,"Dongguan Meiqi Intelligent Technology Co., Ltd. is a provider of industrial automation solutions, specializing in the development and customization of factory automation production lines. They offer a range of automated equipment including robotic welding and palletizing workstations, CNC machine loading/unloading systems, and bending machine loading/unloading systems. The company aims to help traditional manufacturing transform into intelligent, efficient, and modern production by providing integrated solutions from R&D to maintenance.","['Industrial automation', 'Factory automation', 'Robotic solutions', 'CNC machine automation', 'Welding automation', 'Palletizing robots', 'Custom production lines', 'Intelligent manufacturing', 'Automation equipment', 'Manufacturing solutions']",True,True,True,high,"Summary and keywords accurately describe the company's industrial automation services, with specific examples of equipment and solutions provided.",False
ivatra.de,Ivatra Services GmbH,Germany,Company,74,"Ivatra Services GmbH is a German company offering a diverse range of services across three main divisions: industrial services and trading, business communication services, and medical services for foreign patients. They provide industrial solutions, consulting, spare parts, interpreting, translations, and comprehensive assistance for foreign patients seeking medical care in Munich. With over 15 years of market experience and a client base exceeding 700, Ivatra Services GmbH focuses on creating connections and delivering excellent service.","['Industrial Services', 'Trading', 'Business Communication', 'Interpreting', 'Translations', 'Medical Services', 'Patient Assistance', 'Consulting', 'Munich', 'Logistics']",True,True,True,high,"Summary and keywords are specific, coherent, and accurately describe the company's services and location.",False
fpix.com.sg,FPIX Media,Singapore,Company,57,"FPIX Media is a video production house with nearly two decades of experience in creating meaningful stories through video. They offer a range of services including corporate videos, event coverage, live streaming, studio production, sound recording, photography, and creative services. Their mission is to produce engaging content that captures audience attention and provides quality to their clients.","['video production', 'filming', 'editing', 'live stream', 'studio', 'sound recording', 'photography', 'creative services', 'corporate video', 'storytelling']",True,True,True,high,"Summary and keywords are specific, coherent, and accurately describe the company's services.",False
seidelmax.com,SEIDELMAX.COM,Germany,Company,52,"SEIDELMAX.COM offers comprehensive IT support and computer repair services in Munich and surrounding areas, operating 24/7. Their services include PC and laptop repair, data recovery, network setup, configuration, IP telephony, and remote maintenance. They cater to both small businesses and private individuals, emphasizing fast, on-site service with a team of equipped technicians.","['PC repair', 'IT support', 'Munich', 'Computer service', 'Data recovery', 'Network setup', 'Laptop repair', '24/7 service', 'Remote maintenance', 'On-site service']",True,True,True,high,"Summary and keywords are specific, coherent, and accurately describe the services offered by Seidelmax.com",False
calcagnotrasporti.com,Calcagno Trasporti S.r.l.,Italy,Company,59,"Calcagno Trasporti is a logistics and transportation company with over 70 years of experience, founded in the 1950s. They specialize in national, international, and exceptional transport services, handling both bulk and palletized goods. The company aims to be a leading partner in freight transport by continuously innovating to offer high-performance, customized solutions, focusing on reliability, efficiency, and cost optimization.","['transportation', 'logistics', 'freight', 'national transport', 'international transport', 'exceptional transport', 'fleet management', 'supply chain', 'customized solutions', 'haulage']",True,True,True,high,"Summary and keywords accurately describe the company's services, industry, and goals without showing signs of generic boilerplate or unrelated content.",False
bpl.se,Butiken på Landet,Sweden,Company,54,"Butiken på Landet operates a chain of nine retail stores located on scenic farms across Sweden and Finland. These stores specialize in branded clothing and offer a relaxed shopping experience with amenities like coffee and cake, aiming to make customers feel at home. The company is also expanding and seeking new locations and partners.","['retail', 'fashion', 'countryside stores', 'branded clothing', 'farm shops', 'Sweden', 'Finland', 'boutique', 'lifestyle', 'expansion']",True,True,True,high,"Summary and keywords accurately describe the business's operations and goals, with specific details about locations, products, and expansion plans.",False
seufsrepair.com,Seufsrepair.com,United States,Other,55,"Seufsrepair.com appears to be a website that publishes articles and blog posts related to heavy machinery and construction equipment. Topics covered include asphalt plants, overhead cranes, gantry cranes, concrete mixers, and mobile crushers. The site also lists various categories of machinery and equipment, suggesting a focus on sales, information, or industry news within these sectors.","['construction equipment', 'asphalt plant', 'overhead crane', 'gantry crane', 'concrete mixer', 'mobile crusher', 'heavy machinery', 'industrial equipment', 'manufacturing', 'construction industry']",True,True,True,high,"Summary and keywords accurately describe the website's content, with specific examples of machinery and equipment mentioned in both.",False
calidrisbio.com,Calidris Bio BVBA,Belgium,Company,64,"Calidris Bio BVBA is a company focused on developing sustainable protein sources to feed a growing global population. Their mission is to produce high-quality protein with a low environmental footprint, utilizing technology that requires no land or marine resources and minimal water. Initially targeting the pet food market, they are also exploring applications for human food, aiming to replace animal-based proteins or enhance recipes.","['sustainable protein', 'food technology', 'biotechnology', 'environmental footprint', 'pet food', 'human food', 'protein production', 'alternative protein', 'food innovation', 'resource efficiency']",True,True,True,high,"Summary and keywords are specific, coherent, and accurately describe the company's mission and focus.",False
zhongxuhang.com,昆山中旭航精密机械有限公司,China,Company,56,"Kunshan Zhongxuhang Precision Machinery Co., Ltd. specializes in the research, development, and manufacturing of automated assembly equipment for various industries. Their product offerings include assembly machines for connectors, automotive parts, medical devices, and components like oil seals and throttle bodies. The company aims to enhance efficiency and create value for clients through technological innovation in automation.","['automation equipment', 'precision machinery', 'assembly machines', 'connector assembly', 'automotive parts', 'medical devices', 'custom automation', 'manufacturing technology', 'industrial automation', 'specialized machinery']",True,True,True,high,"Summary and keywords accurately describe the company's products and services, with no signs of generic boilerplate or unrelated content.",False
delej-haz.hu,Kvint-R Irodatechnikai és 3D Nyomtatási Kft.,Hungary,Company,77,"Kvint-R Irodatechnikai és 3D Nyomtatási Kft. is a Hungarian-owned company established in 1991, specializing in office technology and advanced printing solutions. Over 30 years, it has become a market leader in 3D printing and additive manufacturing, offering industrial 3D printers from brands like 3D Systems and HP Jet Fusion, alongside 3D software, scanners, and post-processing units. The company also provides 3D printing services, 3D scanning, and reverse engineering, backed by a strong service center and technological consulting.","['3D printing', 'additive manufacturing', 'industrial 3D printers', '3D scanning', 'reverse engineering', 'office technology', 'prototyping', 'custom parts', '3D Systems', 'HP Jet Fusion']",True,True,True,high,Summary and keywords accurately describe the company's services and products without showing signs of generic boilerplate or copy-pasted content.,False
nakari.co.jp,"中利缶詰株式会社 (Nakari Co., Ltd.)",Japan,Company,74,"Nakari Co., Ltd. is a Japanese company established in 1961, specializing in the manufacturing and sale of canned goods and pastes. Their product range includes candied chestnuts, chestnut paste, burdock root paste, various bean products, and other fruit and vegetable pastes. They also offer commercial canned goods like zenzai and black beans, as well as chilled desserts such as kuzu-kiri, warabi mochi, and jellies, catering to diverse customer needs from product development to production.","['canned goods', 'pastes', 'chestnuts', 'burdock root', 'beans', 'fruit processing', 'vegetable processing', 'OEM', 'food manufacturing', 'chilled desserts']",True,True,True,high,"Summary and keywords accurately describe the company's products and activities, with no signs of generic boilerplate or unrelated content.",False
insait.bg,INSAIT AGRO LTD,Bulgaria,Company,55,"INSAIT AGRO LTD is a platform offering sustainable agriculture solutions, focusing on cultivating natural products while prioritizing environmental preservation for a greener future. The company aims to grow visions through its agricultural endeavors, emphasizing success one harvest at a time. It operates within the agricultural sector, providing services and products related to sustainable farming practices.","['sustainable agriculture', 'agro solutions', 'environmental preservation', 'farming', 'cultivation', 'natural products', 'green future', 'harvest', 'Bulgaria', 'agribusiness']",True,True,True,high,"Summary and keywords are specific, coherent, and accurately describe the company's focus on sustainable agriculture.",False
datafarmers.com.au,Data Farmers,Australia,Company,55,"Data Farmers is a company focused on ""harvesting insights from your data."" While specific services are not detailed, the name and tagline suggest a business involved in data analysis, business intelligence, or data science consulting. The website includes a contact form and a copyright notice for 2025, indicating an active, though minimally detailed, online presence.","['data analysis', 'business intelligence', 'data science', 'insights', 'data consulting', 'analytics', 'data harvesting', 'information services', 'tech consulting', 'data management']",True,False,True,high,"The keywords are overly broad and generic, describing common services in the data industry without providing any specific details about Data Farmers' unique offerings or focus.",False
lparetail.com,LPA Retail Systems,United States,Company,70,"LPA Retail Systems is a premier provider of Point-of-Sale (POS) systems and technology solutions for retail businesses nationwide. They specialize in NCR Counterpoint software, offering sales, service, customization, and cloud hosting. Their services include electronic payment processing, integration systems, and tailored solutions for various industries like specialty food, liquor stores, garden centers, and sporting goods stores. LPA Retail Systems aims to enhance retail operations through efficient, reliable, and scalable technology.","['Point of Sale Systems', 'POS Solutions', 'NCR Counterpoint', 'Retail Technology', 'Credit Card Processing', 'Integration Services', 'POS Customization', 'LPA Cloud Services', 'Inventory Management', 'Retail Operations']",True,True,True,high,"Summary and keywords are specific, coherent, and accurately describe the company's services and technology solutions.",False
ileacon.de,ILEA.con e.Kfm.,Germany,Company,63,"ILEA.con is an IT consulting and services company specializing in Microsoft, Citrix, and cloud solutions. They offer expertise in IT infrastructure, process consulting, system integration, and the realization of future workplaces. The company focuses on providing comprehensive IT support, including service desk, maintenance, monitoring, and complete IT operations, enabling clients to concentrate on their core competencies. Their philosophy is ""Progress instead of regression.""","['IT Consulting', 'Citrix', 'Microsoft', 'Cloud Solutions', 'IT Infrastructure', 'System Integration', 'IT Process Consulting', 'Future Workplace', 'IT Operations', 'Service Desk']",True,True,True,high,"Summary and keywords are highly specific and coherent, describing a clear IT consulting service with no signs of generic boilerplate or unrelated content.",False
heidelberg-startup-partners.de,Heidelberg Startup Partners e.V.,Germany,Other,61,"Heidelberg Startup Partners is an initiative dedicated to fostering innovation and supporting technology and science-driven startups in Heidelberg. They provide a comprehensive ecosystem including accelerator programs, venture capital access, mentoring, and office/lab space. The organization focuses on key sectors like Life Sciences, Industrial Technology, and Machine Learning, leveraging the region's strong research and industrial base to help entrepreneurs address global challenges.","['Startup Accelerator', 'Venture Capital', 'Innovation Ecosystem', 'Mentoring', 'Life Sciences', 'Industrial Technology', 'Machine Learning', 'Heidelberg', 'Entrepreneurship', 'Technology Transfer']",True,True,True,high,"Summary and keywords accurately describe the company's mission, services, and focus areas without showing signs of generic boilerplate or unrelated content.",False
tabacdesormeaux.fr,OVHcloud,France,Company,46,"OVHcloud is a global cloud computing company that provides a range of services including web hosting, dedicated servers, and cloud infrastructure. They cater to businesses of all sizes, offering scalable solutions for IT needs. The company emphasizes data sovereignty and a commitment to open source technologies.","['cloud computing', 'web hosting', 'dedicated servers', 'cloud infrastructure', 'IT solutions', 'data sovereignty', 'open source', 'VPS', 'public cloud', 'private cloud']",True,False,True,high,"Keywords describe a different industry/activity than the summary describes, as they include 'VPS' and 'public/private cloud', which are not mentioned in the summary",False
prinsen-beheer.nl,Prinsen Beheer O.G.,Netherlands,Company,63,"Prinsen Beheer O.G. is a Dutch company specializing in the rental and management of properties, including houses, apartments, and garages. They offer comprehensive administrative and technical management services, aiming to provide optimal service to both property owners and tenants. The company emphasizes efficient service delivery through a network of contractors and maintenance companies, and provides online access for clients to track management status.","['property management', 'rental services', 'real estate', 'administrative management', 'technical management', 'housing', 'apartments', 'garages', 'landlord services', 'tenant services']",True,True,True,high,"Summary and keywords accurately describe the company's activities in detail, with no signs of generic boilerplate or unrelated content.",False
